student_id,attendance,marks,assignment,lms,risk_score,risk_label
35250,68,65,67,40,35.9,Medium
35251,40,62,49,23,53.3,Medium
35252,45,87,48,39,42.4,Medium
35253,90,44,72,66,29.8,Low
35254,69,94,38,69,29.7,Low
35255,89,45,42,35,39,Medium
35256,43,49,41,95,50.4,Medium
35257,90,79,33,47,29,Low
35258,68,54,48,49,42.1,Medium
35259,83,45,77,20,35.9,Medium
35260,96,97,37,60,19.1,Low
35261,59,66,30,22,48.4,Medium
35262,42,40,64,25,55.9,Medium
35263,50,95,38,60,37.9,Medium
35264,58,94,60,83,28.3,Low
35265,51,42,30,55,55.5,Medium
35266,90,92,51,36,22.6,Low
35267,83,85,85,73,17,Low
35268,40,95,66,40,38.3,Medium
35269,50,76,31,39,47.1,Medium
35270,87,45,63,84,30.7,Medium
35271,56,91,91,35,28.6,Low
35272,68,38,39,56,48,Medium
35273,83,44,55,93,33.3,Medium
35274,52,41,89,51,44,Medium
35275,69,99,63,47,25.4,Low
35276,57,33,69,43,49.2,Medium
35277,50,48,45,98,46.8,Medium
35278,41,43,30,76,57.1,Medium
35279,45,80,70,32,40.8,Medium
35280,79,51,97,45,29.2,Low
35281,68,64,61,88,32.6,Medium
35282,48,89,74,89,30.4,Medium
35283,72,49,91,59,32.4,Medium
35284,80,70,42,56,33,Medium
35285,55,82,86,72,29,Low
35286,41,65,91,55,40.4,Medium
35287,78,45,85,97,28.6,Low
35288,73,37,60,48,42.9,Medium
35289,87,75,75,96,18.1,Low
35290,87,30,57,87,36.1,Medium
35291,95,93,56,55,17.4,Low
35292,53,86,43,91,35.3,Medium
35293,83,45,68,70,32.7,Medium
35294,97,40,48,89,30.7,Medium
35295,70,57,91,77,29,Low
35296,49,33,58,77,51.2,Medium
35297,83,40,41,65,40.1,Medium
35298,92,32,85,70,29.6,Low
35299,69,44,93,24,38.2,Medium
35300,46,78,56,30,44,Medium
35301,59,72,42,33,43.1,Medium
35302,62,34,70,56,45.4,Medium
35303,62,78,74,48,32.2,Medium
35304,80,91,97,45,16.8,Low
35305,62,79,32,29,42.2,Medium
35306,51,34,45,48,55.6,Medium
35307,93,38,61,50,34.2,Medium
35308,44,67,56,76,43.5,Medium
35309,54,66,58,61,40.9,Medium
35310,76,31,80,52,39.1,Medium
35311,49,71,93,49,35.6,Medium
35312,53,44,39,71,50.7,Medium
35313,55,74,97,23,34.1,Medium
35314,50,35,72,54,49.7,Medium
35315,63,31,69,52,46.5,Medium
35316,82,48,46,73,36.3,Medium
35317,59,74,35,27,44.5,Medium
35318,64,88,98,98,18.6,Low
35319,65,71,35,90,36.7,Medium
35320,82,53,53,42,36.5,Medium
35321,44,98,91,34,31.4,Medium
35322,40,50,60,42,52.8,Medium
35323,77,83,57,61,26.8,Low
35324,63,94,45,62,31.4,Medium
35325,46,43,92,38,46.5,Medium
35326,67,65,72,51,34.2,Medium
35327,94,77,37,98,22.1,Low
35328,48,31,79,37,52,Medium
35329,47,62,30,31,53.5,Medium
35330,85,44,51,48,37.8,Medium
35331,86,87,91,74,13.9,Low
35332,61,73,44,87,36.2,Medium
35333,50,92,54,52,36.4,Medium
35334,45,75,76,56,38.7,Medium
35335,80,62,41,41,37.1,Medium
35336,61,57,80,66,35.9,Medium
35337,97,86,63,46,18.2,Low
35338,40,36,50,77,55.5,Medium
35339,95,64,49,24,30.6,Medium
35340,85,70,71,74,23.4,Low
35341,97,69,50,22,28.3,Low
35342,82,39,51,44,40.9,Medium
35343,49,56,95,21,42.5,Medium
35344,99,66,55,96,20,Low
35345,75,40,86,33,37.5,Medium
35346,60,39,47,77,47.2,Medium
35347,80,88,80,20,23.6,Low
35348,41,51,31,73,54.8,Medium
35349,72,30,52,31,48.7,Medium
35350,92,78,34,75,25.5,Low
35351,76,75,84,35,26.8,Low
35352,76,30,46,51,46.3,Medium
35353,62,87,48,42,35.3,Medium
35354,57,45,79,33,44.6,Medium
35355,64,49,80,35,40.2,Medium
35356,82,35,33,23,47.8,Medium
35357,83,75,99,48,19.7,Low
35358,82,99,61,69,18.4,Low
35359,52,65,47,45,45.8,Medium
35360,79,42,96,63,30.3,Medium
35361,74,68,43,50,36.4,Medium
35362,71,81,31,61,35,Medium
35363,61,40,33,60,51,Medium
35364,81,75,44,85,27.8,Low
35365,40,36,60,56,55.6,Medium
35366,71,54,77,20,38,Medium
35367,63,80,48,92,32,Medium
35368,69,32,46,28,50.8,Medium
35369,71,96,44,91,24.9,Low
35370,42,76,93,64,35.4,Medium
35371,77,43,51,65,39.6,Medium
35372,86,40,54,67,36.1,Medium
35373,56,40,31,23,57.1,Medium
35374,96,42,51,88,30,Low
35375,50,85,74,95,30.2,Medium
35376,66,55,70,31,40,Medium
35377,60,44,31,67,49.9,Medium
35378,61,84,82,85,25.5,Low
35379,40,65,58,30,49.9,Medium
35380,79,32,34,61,45.9,Medium
35381,42,56,32,33,56.7,Medium
35382,77,46,38,66,41.2,Medium
35383,54,49,75,57,43,Medium
35384,66,50,68,53,39.7,Medium
35385,51,92,39,34,40.8,Medium
35386,57,36,56,55,49.7,Medium
35387,44,43,43,39,57,Medium
35388,97,94,93,35,10.9,Low
35389,80,60,76,74,27.4,Low
35390,42,49,56,26,54.7,Medium
35391,68,70,48,57,36.5,Medium
35392,40,86,74,39,39.5,Medium
35393,91,68,82,93,17.5,Low
35394,45,36,59,88,50.6,Medium
35395,91,80,91,96,11.8,Low
35396,84,80,82,21,23.9,Low
35397,71,70,78,39,31.1,Medium
35398,88,31,54,56,39.1,Medium
35399,98,54,78,31,25.9,Low
35400,65,61,62,63,37,Medium
35401,90,77,98,95,11.8,Low
35402,63,37,47,84,45.9,Medium
35403,46,57,89,32,43.5,Medium
35404,82,71,92,33,24.2,Low
35405,87,70,75,82,21,Low
35406,52,54,74,64,41.8,Medium
35407,95,45,98,73,21.6,Low
35408,81,41,83,99,28.8,Low
35409,82,85,43,59,27.2,Low
35410,92,82,88,66,14.4,Low
35411,82,89,56,92,20.1,Low
35412,67,86,49,33,34.3,Medium
35413,76,85,51,87,25.2,Low
35414,84,43,52,38,39.3,Medium
35415,95,67,33,21,33.2,Medium
35416,72,58,34,41,42.9,Medium
35417,83,40,50,38,41,Medium
35418,62,37,76,58,43.1,Medium
35419,41,36,92,98,44.6,Medium
35420,71,97,39,75,27.2,Low
35421,48,89,99,54,28.9,Low
35422,59,72,70,84,32.4,Medium
35423,60,33,80,99,40.2,Medium
35424,40,94,66,37,38.9,Medium
35425,83,43,67,57,34.8,Medium
35426,95,98,92,52,9,Low
35427,57,37,66,47,48.2,Medium
35428,59,91,51,84,30.5,Medium
35429,45,66,72,50,42.8,Medium
35430,74,55,39,64,39.7,Medium
35431,68,81,92,42,25.9,Low
35432,98,63,66,78,20.9,Low
35433,69,68,76,90,27.8,Low
35434,79,62,48,80,32.2,Medium
35435,53,86,77,59,31.7,Medium
35436,85,70,68,71,24.3,Low
35437,96,90,96,94,6,Low
35438,71,64,50,58,36.6,Medium
35439,87,62,37,38,35.4,Medium
35440,98,33,41,63,36.4,Medium
35441,95,40,57,32,35.4,Medium
35442,66,88,77,75,24.3,Low
35443,80,79,87,40,22.9,Low
35444,66,50,36,54,46,Medium
35445,61,32,41,52,52.6,Medium
35446,40,40,75,50,52,Medium
35447,56,87,62,71,32,Medium
35448,65,85,31,96,32.7,Medium
35449,70,92,57,36,29.4,Low
35450,66,83,53,40,34.1,Medium
35451,43,84,76,95,32.9,Medium
35452,44,99,54,80,33.9,Medium
35453,45,72,53,55,44.3,Medium
35454,74,98,36,41,29.7,Low
35455,86,48,79,96,25.8,Low
35456,48,38,81,66,46.6,Medium
35457,50,76,77,90,32.8,Medium
35458,86,36,31,89,39.7,Medium
35459,74,42,50,40,43.8,Medium
35460,88,79,77,85,17.2,Low
35461,81,97,49,27,26,Low
35462,90,97,46,57,20,Low
35463,53,55,83,54,40.3,Medium
35464,58,53,93,37,38.6,Medium
35465,50,82,99,80,27.6,Low
35466,52,59,52,43,46.8,Medium
35467,81,62,32,53,37.3,Medium
35468,75,37,77,78,35.7,Medium
35469,97,50,87,86,20.2,Low
35470,48,83,49,45,41.6,Medium
35471,90,69,50,59,27.4,Low
35472,69,69,47,29,39.4,Medium
35473,94,86,75,47,16.9,Low
35474,44,67,71,49,43.2,Medium
35475,82,51,94,90,24.1,Low
35476,69,46,92,57,34.5,Medium
35477,88,75,75,97,17.6,Low
35478,51,80,35,22,46.4,Medium
35479,95,70,57,38,25.8,Low
35480,94,76,66,96,16.8,Low
35481,54,70,65,60,38.4,Medium
35482,74,82,42,79,29.5,Low
35483,79,97,35,49,27.4,Low
35484,40,37,72,42,54.3,Medium
35485,80,92,94,71,14.5,Low
35486,52,80,38,25,45.1,Medium
35487,60,55,92,79,33.2,Medium
35488,96,78,54,36,23.8,Low
35489,69,58,95,81,27.9,Low
35490,54,58,93,35,38.9,Medium
35491,84,70,49,56,30,Low
35492,62,98,84,67,22.3,Low
35493,60,34,58,79,46.3,Medium
35494,41,34,54,66,56,Medium
35495,87,85,93,30,18.1,Low
35496,75,98,44,26,29.2,Low
35497,97,49,45,26,34.9,Medium
35498,66,61,98,84,27.3,Low
35499,93,84,91,75,11.9,Low
35500,93,42,44,65,34.9,Medium
35501,81,67,42,73,31.8,Medium
35502,91,61,34,82,30.3,Medium
35503,51,74,34,48,45.8,Medium
35504,52,88,48,90,34.2,Medium
35505,79,53,66,95,29.8,Low
35506,53,62,78,36,41,Medium
35507,87,35,64,52,36.7,Medium
35508,44,55,53,80,47.3,Medium
35509,43,33,72,43,54.2,Medium
35510,47,86,70,60,35.4,Medium
35511,82,87,71,67,20.2,Low
35512,51,47,56,61,48.2,Medium
35513,85,85,44,27,29,Low
35514,83,91,65,79,18.6,Low
35515,48,91,41,50,40.3,Medium
35516,66,46,81,82,35.4,Medium
35517,40,81,32,69,46.4,Medium
35518,47,94,86,33,32.5,Medium
35519,40,79,89,76,34.9,Medium
35520,94,35,54,22,38.9,Medium
35521,44,71,98,52,36.3,Medium
35522,76,91,91,37,20.4,Low
35523,87,66,76,82,22,Low
35524,70,41,79,99,34,Medium
35525,93,68,72,61,21.9,Low
35526,52,42,74,60,45.8,Medium
35527,54,89,41,68,36.7,Medium
35528,40,95,84,52,33.5,Medium
35529,87,31,77,75,33,Medium
35530,57,74,99,55,29.7,Low
35531,61,38,35,28,54.4,Medium
35532,53,53,60,46,46.3,Medium
35533,80,48,77,92,29,Low
35534,67,53,83,34,37.3,Medium
35535,99,69,30,73,26.4,Low
35536,93,51,82,37,27.4,Low
35537,96,70,96,52,16.2,Low
35538,75,60,88,56,28.8,Low
35539,66,85,36,29,38,Medium
35540,62,43,47,82,44.7,Medium
35541,64,92,98,70,20.2,Low
35542,65,80,57,89,29.7,Low
35543,67,61,70,53,35.6,Medium
35544,56,96,46,67,32.9,Medium
35545,45,94,51,67,36.9,Medium
35546,57,44,38,64,50,Medium
35547,75,90,83,80,18.4,Low
35548,72,89,81,54,22.9,Low
35549,95,30,52,40,38.6,Medium
35550,59,99,69,38,29.1,Low
35551,72,75,90,81,22.6,Low
35552,69,30,98,22,41.6,Medium
35553,58,94,41,54,35,Medium
35554,62,60,98,59,31.7,Medium
35555,88,64,75,93,21.3,Low
35556,45,55,73,54,45.5,Medium
35557,59,92,95,37,26.1,Low
35558,69,73,97,82,22.9,Low
35559,84,62,46,71,31.5,Medium
35560,78,30,91,35,38.1,Medium
35561,83,72,78,22,27.4,Low
35562,99,83,83,21,16.8,Low
35563,94,92,94,43,11.7,Low
35564,47,93,87,76,28.3,Low
35565,69,83,59,53,30.4,Medium
35566,90,48,31,78,35.6,Medium
35567,46,33,63,33,55.8,Medium
35568,50,68,55,58,42.8,Medium
35569,76,89,55,25,29.4,Low
35570,86,81,65,76,20.7,Low
35571,95,70,58,21,27.3,Low
35572,88,93,69,84,14.7,Low
35573,50,98,41,30,39.4,Medium
35574,61,36,71,41,46.5,Medium
35575,61,70,95,30,32.6,Medium
35576,75,63,59,55,33.8,Medium
35577,69,72,96,70,24.6,Low
35578,74,99,40,73,25.4,Low
35579,68,54,32,49,45.3,Medium
35580,41,44,73,39,51.9,Medium
35581,88,80,99,31,17.9,Low
35582,97,80,43,74,21.2,Low
35583,53,59,79,50,40.3,Medium
35584,79,81,99,38,20.5,Low
35585,44,68,92,38,39.8,Medium
35586,42,68,72,44,44,Medium
35587,49,70,37,72,44.8,Medium
35588,84,47,38,72,37.5,Medium
35589,83,83,82,58,19.7,Low
35590,58,83,67,22,36.3,Medium
35591,44,67,79,59,40.6,Medium
35592,80,86,72,78,20,Low
35593,88,54,76,26,30.8,Medium
35594,73,91,98,48,19.1,Low
35595,76,90,78,95,17.5,Low
35596,98,42,70,33,30.9,Medium
35597,84,63,69,95,24.2,Low
35598,76,83,81,32,25.3,Low
35599,91,53,34,71,33.8,Medium
35600,89,72,65,86,21.2,Low
35601,77,99,85,22,20.3,Low
35602,78,61,75,73,28.2,Low
35603,55,84,64,27,37.3,Medium
35604,89,63,71,93,22,Low
35605,52,59,43,91,43.8,Medium
35606,80,81,47,99,24.4,Low
35607,60,83,77,59,29.8,Low
35608,56,48,73,58,42.8,Medium
35609,57,73,93,20,34.7,Medium
35610,66,33,46,92,45.3,Medium
35611,77,31,53,67,42.6,Medium
35612,86,76,78,73,19.9,Low
35613,81,73,60,70,26.7,Low
35614,95,87,72,64,15.1,Low
35615,84,51,45,60,36.1,Medium
35616,83,77,91,76,17.9,Low
35617,83,40,65,20,39.8,Medium
35618,87,52,53,20,37,Medium
35619,72,80,96,49,23.1,Low
35620,61,91,72,34,30.5,Medium
35621,88,77,50,70,24.7,Low
35622,74,77,69,24,31.1,Medium
35623,49,53,58,86,44.3,Medium
35624,84,78,94,98,14.4,Low
35625,80,79,79,84,20.1,Low
35626,69,93,51,86,25.7,Low
35627,68,94,76,78,21.6,Low
35628,47,59,76,57,42.6,Medium
35629,63,31,68,70,44.9,Medium
35630,42,99,79,47,33,Medium
35631,50,57,56,59,45.8,Medium
35632,65,53,33,75,44,Medium
35633,61,95,99,78,19.5,Low
35634,80,66,38,90,31.6,Medium
35635,46,96,99,86,24.4,Low
35636,58,86,71,27,34.1,Medium
35637,56,30,56,34,54,Medium
35638,51,42,74,80,44.2,Medium
35639,85,47,50,71,34.8,Medium
35640,64,81,53,59,33.6,Medium
35641,62,47,97,36,38.1,Medium
35642,99,51,63,87,23.8,Low
35643,43,46,92,61,44.5,Medium
35644,83,94,42,40,26.2,Low
35645,70,64,70,24,36.4,Medium
35646,85,57,89,82,22.9,Low
35647,80,50,74,27,35.5,Medium
35648,47,84,60,99,34.1,Medium
35649,42,67,94,55,38.8,Medium
35650,69,83,66,75,26.8,Low
35651,48,53,62,61,46.4,Medium
35652,89,47,96,87,22.4,Low
35653,96,59,80,30,24.9,Low
35654,69,31,67,34,46.3,Medium
35655,42,59,34,57,53,Medium
35656,46,82,80,62,34.8,Medium
35657,92,74,46,30,28.8,Low
35658,66,49,71,69,37.8,Medium
35659,41,79,64,54,41.7,Medium
35660,71,90,49,36,31.2,Medium
35661,80,88,43,29,30.1,Medium
35662,83,55,82,47,29.2,Low
35663,82,67,78,52,26.3,Low
35664,87,58,48,68,31.4,Medium
35665,53,97,89,94,22.5,Low
35666,86,93,56,55,21,Low
35667,93,36,33,65,38.9,Medium
35668,48,82,45,76,39.6,Medium
35669,45,86,85,74,31.8,Medium
35670,51,60,53,95,41.5,Medium
35671,71,49,61,45,40.2,Medium
35672,74,84,43,67,29.9,Low
35673,40,93,79,49,35.4,Medium
35674,52,42,63,46,49.4,Medium
35675,84,49,98,85,23.6,Low
35676,60,52,69,87,37.9,Medium
35677,92,86,38,58,24,Low
35678,54,75,30,75,42.4,Medium
35679,74,53,37,24,44.7,Medium
35680,69,87,34,28,36.7,Medium
35681,69,32,38,53,49.9,Medium
35682,94,47,41,45,35.6,Medium
35683,69,80,77,54,27.6,Low
35684,41,47,94,95,41.2,Medium
35685,58,62,90,70,33.2,Medium
35686,67,57,95,45,32.6,Medium
35687,49,92,37,25,42.9,Medium
35688,83,46,70,49,34.1,Medium
35689,92,31,55,24,40.5,Medium
35690,64,58,48,98,37.6,Medium
35691,80,36,34,32,47.2,Medium
35692,69,62,64,34,37.6,Medium
35693,52,44,79,53,44.9,Medium
35694,73,40,92,22,38.2,Medium
35695,50,32,74,37,51.9,Medium
35696,89,81,48,34,27.1,Low
35697,52,85,72,44,34.9,Medium
35698,46,91,99,40,30.5,Medium
35699,46,72,54,43,44.9,Medium
35700,98,45,83,25,28.2,Low
35701,70,72,72,65,29.5,Low
35702,82,80,87,89,16.9,Low
35703,45,41,96,35,47,Medium
35704,76,77,71,25,29.8,Low
35705,69,97,44,31,31.4,Medium
35706,66,33,51,26,50.9,Medium
35707,69,66,97,62,27,Low
35708,58,95,71,68,27.3,Low
35709,47,58,73,31,46.1,Medium
35710,60,53,49,42,46.1,Medium
35711,64,51,94,49,35.4,Medium
35712,72,74,80,66,26.4,Low
35713,70,57,71,36,37.1,Medium
35714,67,58,77,47,35.7,Medium
35715,64,55,88,23,38,Medium
35716,43,60,84,31,44.9,Medium
35717,45,82,58,71,38.7,Medium
35718,53,34,80,39,48.7,Medium
35719,83,38,95,28,33.6,Medium
35720,45,54,41,41,53.5,Medium
35721,57,36,54,27,52.9,Medium
35722,64,85,51,82,30.5,Medium
35723,59,98,78,79,23.5,Low
35724,88,66,34,34,34.8,Medium
35725,65,31,64,98,42.1,Medium
35726,97,30,61,61,33.9,Medium
35727,44,95,89,37,32.4,Medium
35728,57,49,37,63,48.8,Medium
35729,73,81,51,75,28.8,Low
35730,64,95,35,80,30.9,Medium
35731,76,56,81,51,31.5,Medium
35732,76,85,59,24,29.9,Low
35733,77,69,78,90,23.9,Low
35734,71,95,37,27,33,Medium
35735,60,72,51,35,40.7,Medium
35736,92,55,75,90,22.7,Low
35737,59,56,33,59,47.1,Medium
35738,58,79,63,98,30.7,Medium
35739,54,50,65,31,47.3,Medium
35740,68,67,93,49,29.2,Low
35741,90,50,97,79,21.7,Low
35742,66,63,98,55,29.6,Low
35743,96,41,85,83,24,Low
35744,98,66,32,95,25.1,Low
35745,55,32,59,84,48.2,Medium
35746,80,93,33,74,26.1,Low
35747,41,69,42,79,46.6,Medium
35748,53,72,84,74,33,Medium
35749,70,37,58,49,44.4,Medium
35750,99,73,32,81,24,Low
35751,57,34,66,26,51.2,Medium
35752,92,57,46,71,29.8,Low
35753,77,76,85,89,20.5,Low
35754,78,42,57,35,41.3,Medium
35755,70,32,54,92,42.4,Medium
35756,82,50,81,51,30.9,Medium
35757,89,49,86,65,26,Low
35758,76,37,86,83,33,Medium
35759,50,44,63,89,45.3,Medium
35760,80,33,45,63,42.8,Medium
35761,57,78,51,90,34.6,Medium
35762,86,67,81,87,20.6,Low
35763,96,96,80,58,11,Low
35764,93,57,98,86,17.5,Low
35765,95,97,64,72,12.9,Low
35766,56,46,91,64,39.2,Medium
35767,98,60,36,30,32.6,Medium
35768,60,54,95,35,37.3,Medium
35769,86,64,77,79,23.1,Low
35770,54,68,84,61,35.1,Medium
35771,72,49,48,53,41.6,Medium
35772,52,92,39,66,37.2,Medium
35773,51,96,42,79,34.5,Medium
35774,44,60,32,99,48.1,Medium
35775,57,59,45,41,46.4,Medium
35776,59,63,31,97,41.6,Medium
35777,86,88,82,65,16.3,Low
35778,59,56,86,80,34.4,Medium
35779,49,81,35,27,46.4,Medium
35780,48,48,94,98,37.8,Medium
35781,82,82,93,84,15.6,Low
35782,60,38,94,51,40.7,Medium
35783,79,78,76,56,24.2,Low
35784,86,92,69,66,17.6,Low
35785,87,36,77,82,30.8,Medium
35786,98,86,90,28,14.2,Low
35787,88,66,54,32,31,Medium
35788,62,61,86,99,29.8,Low
35789,46,68,99,89,32.5,Medium
35790,91,49,69,29,32.2,Medium
35791,71,95,98,71,16.4,Low
35792,65,48,44,43,46.5,Medium
35793,78,33,92,24,38.1,Medium
35794,74,33,47,91,42,Medium
35795,97,30,80,82,28,Low
35796,49,54,75,21,47.1,Medium
35797,57,32,78,27,49.3,Medium
35798,59,93,60,51,31.4,Medium
35799,60,59,93,66,33.1,Medium
35800,55,42,91,71,40.1,Medium
35801,53,76,76,60,34.8,Medium
35802,96,95,34,96,16.7,Low
35803,88,88,37,88,22.2,Low
35804,43,69,58,33,47.2,Medium
35805,46,91,65,95,31.8,Medium
35806,51,60,78,80,38,Medium
35807,98,55,74,43,25.2,Low
35808,87,76,79,83,18.3,Low
35809,55,53,36,90,45.9,Medium
35810,55,73,57,54,39.3,Medium
35811,48,51,61,76,45.7,Medium
35812,77,66,57,47,33.3,Medium
35813,90,78,40,69,25.7,Low
35814,57,76,89,40,32.6,Medium
35815,68,87,74,70,24.9,Low
35816,62,54,85,73,34.7,Medium
35817,73,53,44,87,37.4,Medium
35818,85,73,47,64,28.3,Low
35819,45,35,43,76,55.3,Medium
35820,42,49,66,96,45.7,Medium
35821,63,84,43,68,34.2,Medium
35822,72,70,57,43,34.5,Medium
35823,60,76,65,81,32.1,Medium
35824,63,75,32,47,41.2,Medium
35825,54,50,72,76,41.4,Medium
35826,47,77,40,31,47,Medium
35827,45,78,89,90,31.8,Medium
35828,92,87,93,26,15.9,Low
35829,91,37,66,61,33.2,Medium
35830,79,82,83,63,20.9,Low
35831,49,30,85,51,49.3,Medium
35832,74,61,83,52,30.3,Medium
35833,91,71,95,52,18.1,Low
35834,98,41,70,54,29.1,Low
35835,78,66,87,92,22.4,Low
35836,97,88,43,37,22.5,Low
35837,71,64,80,53,31.1,Medium
35838,67,83,62,51,30.8,Medium
35839,97,42,72,81,26.1,Low
35840,64,44,69,29,44.5,Medium
35841,77,87,90,37,21.4,Low
35842,87,73,75,95,18.8,Low
35843,94,94,64,50,16.4,Low
35844,84,96,76,35,18.9,Low
35845,59,57,80,76,35.7,Medium
35846,89,51,53,85,30,Low
35847,86,38,60,85,33.7,Medium
35848,92,94,71,89,11.9,Low
35849,44,87,41,33,44.8,Medium
35850,48,94,60,98,30.8,Medium
35851,88,83,81,21,21.6,Low
35852,87,63,80,83,22,Low
35853,92,31,66,47,36,Medium
35854,80,30,76,61,37.7,Medium
35855,50,72,38,75,43.3,Medium
35856,74,93,70,72,21.3,Low
35857,98,85,83,56,13.1,Low
35858,94,31,83,23,34.2,Medium
35859,85,55,83,39,29,Low
35860,52,87,76,55,32.4,Medium
35861,42,95,50,77,37,Medium
35862,70,86,50,98,26.4,Low
35863,87,33,48,46,41.1,Medium
35864,47,45,35,59,54.8,Medium
35865,54,50,71,83,40.9,Medium
35866,44,95,73,23,37,Medium
35867,51,96,71,63,30.3,Medium
35868,96,58,43,24,33.2,Medium
35869,65,58,45,56,42,Medium
35870,97,68,30,49,29.9,Low
35871,69,80,58,87,28.1,Low
35872,91,43,91,23,30.2,Medium
35873,56,62,68,63,39.1,Medium
35874,45,71,97,83,33,Medium
35875,50,99,98,85,22.2,Low
35876,69,32,52,42,48.2,Medium
35877,49,86,61,45,37.9,Medium
35878,44,67,93,84,35.3,Medium
35879,73,98,72,45,22.5,Low
35880,86,93,67,77,16.6,Low
35881,54,95,72,25,33,Medium
35882,59,52,31,99,44.7,Medium
35883,66,40,65,53,43.3,Medium
35884,56,51,61,46,45.5,Medium
35885,68,69,37,39,40.8,Medium
35886,88,71,42,67,28.4,Low
35887,76,56,43,75,36.7,Medium
35888,70,84,48,86,28.6,Low
35889,49,66,31,40,50.4,Medium
35890,72,55,42,39,42.4,Medium
35891,56,62,95,81,31.9,Medium
35892,64,30,50,30,52.4,Medium
35893,62,68,89,93,27.7,Low
35894,78,53,41,79,36.8,Medium
35895,55,90,45,88,33.2,Medium
35896,75,79,84,88,20.7,Low
35897,88,85,57,85,19.4,Low
35898,56,68,78,55,36.1,Medium
35899,93,36,88,42,30.2,Medium
35900,51,47,39,87,49,Medium
35901,92,60,51,59,29.1,Low
35902,62,98,59,32,30.8,Medium
35903,57,53,98,69,34.8,Medium
35904,94,89,73,38,17.3,Low
35905,58,70,94,21,34.9,Medium
35906,76,91,38,41,30.6,Medium
35907,70,56,62,27,40.1,Medium
35908,96,36,77,48,30.6,Medium
35909,97,79,76,31,19.2,Low
35910,62,75,64,85,31.4,Medium
35911,80,98,72,67,17.5,Low
35912,56,83,98,89,24.2,Low
35913,52,31,56,28,55.9,Medium
35914,79,62,63,48,32.4,Medium
35915,62,60,59,48,40.6,Medium
35916,46,96,48,21,41.1,Medium
35917,61,43,46,42,49.3,Medium
35918,74,92,36,87,26.9,Low
35919,64,76,94,36,29.2,Low
35920,98,53,34,98,28.3,Low
35921,49,72,68,95,35.7,Medium
35922,95,30,43,24,42,Medium
35923,98,93,71,34,15.3,Low
35924,43,80,84,69,35.1,Medium
35925,92,57,82,56,24.1,Low
35926,54,66,77,77,35.5,Medium
35927,57,35,75,60,45.7,Medium
35928,62,30,33,93,50.3,Medium
35929,86,68,30,50,34.2,Medium
35930,71,58,94,24,33,Medium
35931,89,42,56,23,38.3,Medium
35932,69,71,86,75,26.4,Low
35933,49,87,37,92,37.7,Medium
35934,68,46,77,81,35.5,Medium
35935,92,72,76,89,17.5,Low
35936,41,46,38,43,57.9,Medium
35937,61,37,40,94,47.1,Medium
35938,75,74,60,43,31.5,Medium
35939,73,60,96,47,28.9,Low
35940,74,96,91,28,20.6,Low
35941,51,82,97,79,27.7,Low
35942,96,68,70,67,20.5,Low
35943,45,66,56,48,46.2,Medium
35944,82,58,54,56,33.4,Medium
35945,91,92,76,62,14.6,Low
35946,53,61,68,96,37.3,Medium
35947,78,61,38,76,35.3,Medium
35948,87,37,51,85,35.4,Medium
35949,54,82,84,45,32.5,Medium
35950,71,75,92,55,25.2,Low
35951,68,91,61,21,31.2,Medium
35952,68,38,35,60,48.4,Medium
35953,65,42,94,50,37.6,Medium
35954,91,55,30,45,36.6,Medium
35955,93,89,30,32,26.9,Low
35956,42,46,36,59,56.3,Medium
35957,59,32,74,33,48.7,Medium
35958,85,72,51,30,31.2,Medium
35959,82,82,90,56,19,Low
35960,62,33,43,20,54.7,Medium
35961,67,78,64,58,31.2,Medium
35962,51,82,94,87,27.5,Low
35963,97,82,55,51,20.5,Low
35964,94,98,68,40,15.4,Low
35965,69,87,60,20,32.3,Medium
35966,88,97,71,61,15.4,Low
35967,83,91,52,64,22.7,Low
35968,53,68,35,66,44.8,Medium
35969,77,32,63,27,44.3,Medium
35970,92,71,45,71,25.8,Low
35971,70,83,69,34,29.9,Low
35972,75,58,71,34,35,Medium
35973,57,57,30,22,51.9,Medium
35974,72,48,52,73,39.1,Medium
35975,86,51,58,86,30.1,Medium
35976,99,91,71,71,11.8,Low
35977,46,66,69,26,45.4,Medium
35978,65,46,42,94,42.4,Medium
35979,65,98,91,52,21.2,Low
35980,47,30,78,44,52.2,Medium
35981,79,59,85,40,29.7,Low
35982,71,43,58,31,44,Medium
35983,79,81,52,43,29.4,Low
35984,53,70,70,51,38.7,Medium
35985,91,80,90,43,17.3,Low
35986,64,35,67,54,45.1,Medium
35987,57,34,59,95,45.7,Medium
35988,95,31,73,59,32.2,Medium
35989,98,32,35,65,37.7,Medium
35990,69,86,90,21,26.5,Low
35991,62,36,41,52,51,Medium
35992,68,87,72,68,25.5,Low
35993,80,36,79,87,32.7,Medium
35994,92,51,35,84,32.5,Medium
35995,54,72,85,93,30.5,Medium
35996,80,69,68,64,27.3,Low
35997,65,76,59,76,31.8,Medium
35998,87,61,33,58,34.5,Medium
35999,83,58,74,50,29.6,Low
36000,60,30,92,61,42.5,Medium
36001,43,64,98,81,35.9,Medium
36002,51,98,82,59,27.9,Low
36003,53,81,65,28,38.7,Medium
36004,40,95,79,21,37.6,Medium
36005,77,52,32,27,44.5,Medium
36006,58,55,88,95,33.2,Medium
36007,81,65,56,71,29.8,Low
